"","GENDER","EDU_FATHER","EDU_MOTHER","OCC_FATHER","OCC_MOTHER","STRATUM","PEOPLE_HOUSE","COMPUTER","CAR","MOBILE","UNIVERSITY","OVERALL_SCORE"
"8796",0,"Incomplete Secondary Education","Complete Secondary Education","Independent","Home","2","5",1,0,0,"3",329
"8797",0,"Complete Technical Education","Complete Technical Education","Technical or professional level employee","Home","1","4",1,0,1,"4",442
"8798",1,"Complete Primary Education","Incomplete Secondary Education","Independent","Independent","3","8",1,0,1,"4",378
"8799",1,"Incomplete Primary Education","Complete Secondary Education","Independent","Home","1","4",0,0,0,"2",378
"8800",1,"Unknown","Complete Secondary Education","Other occupation","Auxiliary or Administrative","2","6",1,0,1,"1",213
"8801",0,"Complete Primary Education","Complete Secondary Education","Independent","Home","1","6",1,0,0,"2",281
"8802",0,"Complete Secondary Education","Complete Secondary Education","Other occupation","Other occupation","3","3",1,0,0,"3",268
"8803",1,"Complete Secondary Education","Complete Professional Education","Independent","Independent","2","6",1,0,0,"4",389
"8804",0,"Complete Technical Education","Incomplete Technical Education","Independent","Home","2","9",1,1,1,"2",327
"8805",0,"Incomplete Secondary Education","Complete Technical Education","Other occupation","Technical or professional level employee","2","4",1,0,1,"3",220
"8806",1,"Complete Primary Education","Complete Primary Education","Operator","Home","1","3",0,0,0,"2",189
"8807",1,"Complete Technical Education","Incomplete Professional Education","Technical or professional level employee","Home","2","9",1,0,1,"3",445
"8808",1,"Complete Secondary Education","Incomplete Secondary Education","Auxiliary or Administrative","Home","3","5",1,1,1,"4",300
"8809",0,"Incomplete Primary Education","Incomplete Primary Education","Independent","Home","1","3",1,1,1,"3",274
"8810",0,"Complete Technical Education","Postgraduate Education","Retired","Technical or professional level employee","3","4",1,1,1,"3",209
"8811",0,"Complete Technical Education","Complete Technical Education","Retired","Auxiliary or Administrative","1","6",1,1,0,"4",301
"8812",0,"Unknown","Complete Secondary Education","Other occupation","Home","4","4",1,0,1,"3",283
"8813",0,"Complete Professional Education","Complete Technical Education","Retired","Independent professional","3","6",1,1,1,"3",333
"8814",0,"Unknown","Complete Secondary Education","Retired","Retired","3","3",1,0,1,"2",306
"8815",1,"Complete Technical Education","Complete Secondary Education","Retired","Home","3","5",1,0,1,"3",316
"8816",0,"Incomplete Secondary Education","Complete Secondary Education","Other occupation","Home","3","4",1,1,1,"3",239
"8817",1,"Unknown","Unknown","Other occupation","Home","1","6",0,0,0,"2",247
"8818",1,"Incomplete Secondary Education","Incomplete Secondary Education","Independent","Home","1","8",1,0,0,"2",251
"8819",1,"Complete Primary Education","Complete Secondary Education","Other occupation","Home","3","4",1,0,1,"4",445
"8820",0,"Complete Technical Education","Complete Secondary Education","Technical or professional level employee","Home","1","8",1,0,0,"2",278
"8821",1,"Complete Secondary Education","Complete Primary Education","Operator","Independent","1","4",1,0,1,"3",292
"8822",1,"Incomplete Primary Education","Incomplete Primary Education","Retired","Home","1","6",1,0,0,"3",354
"8823",1,"Complete Technical Education","Complete Secondary Education","Operator","Operator","3","5",1,0,1,"2",310
"8824",1,"Complete Professional Education","Incomplete Professional Education","Small entrepreneur ","Auxiliary or Administrative","3","3",1,0,0,"4",362
"8825",0,"Complete Professional Education","Complete Secondary Education","Technical or professional level employee","Independent","2","8",0,0,1,"3",226
"8826",1,"Complete Secondary Education","Incomplete Technical Education","Independent","Technical or professional level employee","1","2",0,0,0,"3",370
"8827",1,"Complete Technical Education","Complete Primary Education","Retired","Home","1","5",1,1,0,"3",337
"8828",1,"Complete Secondary Education","Complete Secondary Education","Independent professional","Technical or professional level employee","3","4",1,1,1,"2",314
"8829",1,"Complete Secondary Education","Complete Secondary Education","Retired","Home","3","5",0,0,0,"3",388
"8830",1,"Complete Professional Education","Complete Technical Education","Other occupation","Auxiliary or Administrative","2","5",1,0,0,"4",437
"8831",1,"Complete Secondary Education","Complete Secondary Education","Technical or professional level employee","Home","2","6",1,0,1,"2",243
"8832",0,"Complete Primary Education","Complete Primary Education","Operator","Home","2","4",0,0,0,"2",357
"8834",0,"Complete Professional Education","Complete Technical Education","Technical or professional level employee","Auxiliary or Administrative","3","4",1,1,1,"4",203
"8835",1,"Complete Secondary Education","Complete Secondary Education","Entrepreneur ","Auxiliary or Administrative","2","4",1,1,1,"4",293
"8836",1,"Incomplete Secondary Education","Complete Secondary Education","Independent professional","Home","1","5",0,0,0,"4",450
"8837",1,"Complete Technical Education","Complete Secondary Education","Technical or professional level employee","Home","2","4",1,1,0,"4",406
"8838",1,"Complete Professional Education","Complete Professional Education","Independent professional","Auxiliary or Administrative","1","3",1,1,1,"3",261
"8839",1,"Postgraduate Education","Postgraduate Education","Executive","Executive","3","5",1,1,1,"2",381
"8840",1,"Complete Technical Education","Complete Technical Education","Technical or professional level employee","Home","2","3",1,0,0,"4",410
"8841",1,"Complete Technical Education","Complete Technical Education","Technical or professional level employee","Home","3","5",1,1,1,"2",204
"8842",1,"Incomplete Primary Education","Incomplete Primary Education","Independent","Home","3","4",0,0,0,"2",172
"8843",1,"Complete Professional Education","Complete Secondary Education","Technical or professional level employee","Auxiliary or Administrative","4","4",1,1,1,"4",370
"8845",1,"Complete Technical Education","Complete Technical Education","Technical or professional level employee","Technical or professional level employee","3","5",1,1,1,"2",158
"8846",1,"Incomplete Secondary Education","Complete Primary Education","Independent","Home","2","3",1,0,0,"2",154
"8847",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","2","5",1,0,1,"2",256
"8848",1,"Complete Secondary Education","Complete Secondary Education","Other occupation","Auxiliary or Administrative","2","5",0,0,0,"2",381
"8849",0,"Complete Secondary Education","Incomplete Technical Education","Small entrepreneur ","Auxiliary or Administrative","3","3",0,1,1,"2",285
"8850",1,"Complete Professional Education","Complete Professional Education","Independent","Independent","2","3",1,0,0,"3",244
"8851",0,"Complete Secondary Education","Incomplete Professional Education","Small entrepreneur ","Home","3","4",1,0,1,"4",283
"8852",1,"Complete Professional Education","Complete Secondary Education","Independent","Home","2","6",1,0,0,"2",323
"8853",1,"Complete Secondary Education","Complete Secondary Education","Independent","Home","1","4",0,0,0,"2",111
"8854",0,"Postgraduate Education","Incomplete Secondary Education","Technical or professional level employee","Home","1","4",1,0,1,"4",430
"8855",0,"Complete Primary Education","Incomplete Primary Education","Independent","Home","4","3",1,1,1,"2",245
"8857",0,"Incomplete Technical Education","Postgraduate Education","Auxiliary or Administrative","Other occupation","3","5",1,1,1,"2",199
"8858",0,"Unknown","Incomplete Secondary Education","Home","Home","2","6",1,0,0,"4",329
"8859",0,"Complete Professional Education","Postgraduate Education","Retired","Technical or professional level employee","3","2",1,1,1,"5",370
"8860",0,"Incomplete Primary Education","Complete Primary Education","Independent","Home","1","5",1,0,0,"4",411
"8861",1,"Incomplete Primary Education","Incomplete Secondary Education","Other occupation","Home","2","5",1,0,0,"2",361
"8862",1,"Unknown","Incomplete Primary Education","Other occupation","Home","1","4",0,0,0,"4",342
"8863",1,"Incomplete Primary Education","Incomplete Primary Education","Independent","Independent","4","5",1,1,1,"5",399
"8864",0,"Incomplete Secondary Education","Complete Secondary Education","Operator","Auxiliary or Administrative","3","5",1,0,1,"3",362
"8865",1,"Complete Primary Education","Complete Professional Education","Operator","Home","2","4",0,1,0,"2",382
"8866",0,"Complete Professional Education","Complete Professional Education","Executive","Home","4","5",1,1,1,"5",423
"8867",0,"Complete Secondary Education","Complete Secondary Education","Operator","Home","2","5",1,1,1,"2",195
"8868",0,"Complete Professional Education","Complete Professional Education","Technical or professional level employee","Technical or professional level employee","3","4",1,1,1,"4",454
"8869",0,"Complete Secondary Education","Complete Secondary Education","Independent","Home","3","3",1,0,1,"3",451
"8870",1,"Complete Professional Education","Complete Professional Education","Independent professional","Independent professional","6","4",1,1,1,"5",466
"8871",1,"Complete Primary Education","Complete Secondary Education","Independent","Home","2","3",0,0,0,"2",215
"8872",0,"Postgraduate Education","Complete Professional Education","Other occupation","Other occupation","3","4",0,1,0,"2",286
"8873",1,"Complete Professional Education","Postgraduate Education","Executive","Executive","5","4",1,1,1,"5",366
"8874",1,"Complete Technical Education","Incomplete Technical Education","Technical or professional level employee","Home","4","6",1,1,1,"4",487
"8875",0,"Complete Professional Education","Complete Professional Education","Executive","Technical or professional level employee","4","5",1,0,0,"3",253
"8876",0,"Complete Technical Education","Incomplete Professional Education","Operator","Technical or professional level employee","2","3",1,1,0,"3",222
"8877",1,"Complete Technical Education","Incomplete Technical Education","Independent professional","Home","4","2",1,1,1,"4",431
"8878",1,"Postgraduate Education","Complete Professional Education","Technical or professional level employee","Executive","4","3",1,1,1,"4",410
"8879",1,"Postgraduate Education","Postgraduate Education","Technical or professional level employee","Executive","6","4",1,1,1,"5",459
"8880",0,"Postgraduate Education","Postgraduate Education","Independent","Technical or professional level employee","3","4",1,1,1,"4",462
"8881",0,"Complete Secondary Education","Incomplete Secondary Education","Operator","Operator","2","3",1,0,1,"3",314
